username, created_at, lng, lat, text
mrscincy, Tue Apr 21 14:29:58 +0000 2020, -77.438513, 38.841163, Thanks for sharing @SLHS_Counselors! Tech tutorials in English &amp; Spanish, please share with anyone you think could… https://t.co/TE7VPXOEJ9
Mike_Will904, Tue Apr 21 14:29:58 +0000 2020, -83.804475, 27.698682, @StudioGuppy @BenGeorgeham @TonyKhan @SInow If you’re gonna be shitty at least try to be interesting I give Minshew… https://t.co/8mcAXxBkdS
ticklemydyl, Tue Apr 21 14:29:58 +0000 2020, -102.104627, 31.994300, @dcwheel28 I did too. Funny, bc I was thinking about them the other day
_LoverOfCats_, Tue Apr 21 14:29:58 +0000 2020, -86.270540, 45.001180, If the Bulls documentary has taught me anything, it’s that you can do anything in life if you work hard and grow 4… https://t.co/xBi3ii7Z7u
2coolchevy, Tue Apr 21 14:29:58 +0000 2020, -96.761753, 32.819858, One place I know to go once this is over is the church house 💒🙏🏾🙌🏾
TaylorCashhh, Tue Apr 21 14:29:58 +0000 2020, -96.761753, 32.819858, WHO IN DALLAS 😎😎 https://t.co/NbbazVTKlj
TommyLambertOKC, Tue Apr 21 14:29:58 +0000 2020, -97.552161, 35.482844, @newssux @robbystarbuck @mitchellreports She's a traitor who will spew venom at whatever decision President Trump m… https://t.co/QRC4n6G799
bbonix, Tue Apr 21 14:29:59 +0000 2020, -97.754724, 30.323346, @headbandana @mleelovesUT Omg the second I saw this I thought of u @mleelovesUT 😂😂😂
Bgee242, Tue Apr 21 14:29:59 +0000 2020, -96.397150, 42.473947, https://t.co/VIDHByjXRQ
a_jello_84, Tue Apr 21 14:29:59 +0000 2020, -88.212845, 42.069172, @Kazeem @SayLessWithKaz @ChrisVanVliet @ryansatin Then. Now. Forever. https://t.co/rJjDkvQ7jh
ChillPolitics, Tue Apr 21 14:29:59 +0000 2020, -122.435979, 37.770657, I don’t even get good ones I’ll just get a photo maybe twice a year that I don’t wanna puke on immediately lol. I c… https://t.co/Slf6SVlfDB
VictorP13996448, Tue Apr 21 14:29:59 +0000 2020, -71.088712, 42.313670, @MartinezPozo @orlandogildice @scoutnicolas
guatemaleco, Tue Apr 21 14:29:59 +0000 2020, -121.756279, 38.675018, Wtaf?
MrsRotnjetski, Tue Apr 21 14:29:59 +0000 2020, -111.738566, 33.295215, @SayAnythingH Also: love, love, love that cup!
carrieforpa, Tue Apr 21 14:29:59 +0000 2020, -79.834175, 40.519726, Who’s ready for change??  My first Tele Town Hall 4/23 Thursday 430pm-Happy to be cohosting with @mercuri4pa and g… https://t.co/ndYacirEAF
LQ_Ponygirl, Tue Apr 21 14:29:59 +0000 2020, -80.926628, 33.631140, A lot of people assume I’m a lesbian because I don’t fuck around. Lmao no bud. I just don’t want you.
Robert_Pasque, Tue Apr 21 14:29:59 +0000 2020, -82.916217, 42.672327, @DontRanch @bellbri25 Na,  just chatting away from politics.  Found something we have in common.  lol The two of us… https://t.co/oX3WipkDxr
FunWithFit1, Tue Apr 21 14:29:59 +0000 2020, -73.967500, 40.777900, We’re bringing sexy back with this fun Back &amp; Booty Burn!💪🏾🔥 You’ll fire up all the muscles running down the back o… https://t.co/mYTfKZiAXq
lilmelo8, Tue Apr 21 14:29:59 +0000 2020, -80.846785, 35.209059, @G0dGiven Yeap definitely darnolds fault on the throw
vansciverju, Tue Apr 21 14:29:59 +0000 2020, -75.117998, 40.004866, This computer is being really fucking slow and glitchy now someone please kill me
TexasMAGAMan, Tue Apr 21 14:30:00 +0000 2020, -100.076888, 31.168893, @thehill As he should be
FloridaFloyd954, Tue Apr 21 14:30:00 +0000 2020, -86.929980, 40.459081, @thefuelonline @jordan_trees Mr.Tree’s!
PBillingMD, Tue Apr 21 14:30:00 +0000 2020, -122.288472, 47.755173, #starbucks is closed in our area. So, we’ve gone back to making our own drip coffee and I use the same mug each day… https://t.co/DUyr2d0a7K
playboi_tshepi, Tue Apr 21 14:30:00 +0000 2020, -118.325145, 34.182160, @snkr_twitr https://t.co/Yavg0CxZTu
SpaceAgePimpCie, Tue Apr 21 14:30:00 +0000 2020, -95.446486, 29.838495, MAN.  I be cooking and wil make boo a plate and if he don’t IMMEDIATELY eat it. My lil feelings just break. Like da… https://t.co/E4EojUrL1b
emwng, Tue Apr 21 14:30:00 +0000 2020, -118.411907, 34.020789, My dogs are better at learning TikTok dances than I am https://t.co/LxrpsaNkCO
BDEvans61, Tue Apr 21 14:30:00 +0000 2020, -72.757385, 41.500753, @FPC_Tville @KenShepherd Another fond memory was seeing TModel Ford at the Bentonia Blues Fest. Taken there by an R… https://t.co/nE0w0vzrqx
Deshaun_Swag01, Tue Apr 21 14:30:00 +0000 2020, -83.963842, 35.982470, These hoes hard 😤
ilianaagallardo, Tue Apr 21 14:30:00 +0000 2020, -95.381906, 29.915188, MY MOM WAS ALWAYS RIGHT 🗣!!!!
saketh9, Tue Apr 21 14:30:00 +0000 2020, -79.272570, 43.629311, 18
Rangrpic, Tue Apr 21 14:30:00 +0000 2020, -96.602142, 32.774938, @seanhannity https://t.co/OKL2Q6LxVe
jakeefer, Tue Apr 21 14:30:00 +0000 2020, -81.940298, 34.949965, @OFemmeFataleZ You’re obviously not a golfer.
rxnelson, Tue Apr 21 14:30:00 +0000 2020, -122.630908, 45.536402, @robneyer Also an amazing audible book. It’s Philip Roth at his best
___tiffanymarie, Tue Apr 21 14:29:57 +0000 2020, -74.188035, 40.001340, “I’ve never seen miss A with her hair down before” well at home I can leave it messy and not put it up idc #googlemeet #liveclass
ada_sellers, Tue Apr 21 14:29:59 +0000 2020, -98.123250, 29.705614, @MysticalMeadow lmao same
ayessfordayss, Tue Apr 21 14:30:00 +0000 2020, -81.733403, 30.172210, told that nigga he better come correct 🥳😂
ReneeLascala, Tue Apr 21 14:30:00 +0000 2020, -72.672722, 42.332127, Happy Birthday to fellow parront and friend to animals—beloved musician #IggyPop. Video: Iggy Pop's Cockatoo Biggy… https://t.co/Gix5u1kNYz
BlairGorsuch, Tue Apr 21 14:30:01 +0000 2020, -86.680738, 32.576227, @tennis12007 @Martina @GOPLeader @GOPChairwoman @hughhewitt @marcthiessen @tedcruz @kayleighmcenany @KellyannePolls… https://t.co/qnPVSVQwWP
BAnneBoulton, Tue Apr 21 14:30:01 +0000 2020, -82.985772, 39.994684, If you are working with your local @OhioCDC on affordable housing or mixed-use economic development projects and ne… https://t.co/ey6so0wVZe
Robincha, Tue Apr 21 14:29:59 +0000 2020, -87.732013, 41.833585, @GREEK__G0D @OnTapSportsNet @ChiSquatch @cwsdjt The Brewers’ park has a retractable roof.
drtonguestoys, Tue Apr 21 14:30:01 +0000 2020, -122.589540, 45.548460, Super clean batch of Weebles up on Etsy shop! Early “peelable” versions. #weebleswobblebuttheydontfalldown… https://t.co/buhnsNSnVR
SashkaArenskaya, Tue Apr 21 14:30:01 +0000 2020, -73.948775, 40.655138, @kaishire Все правильно 😊Я мониторю)
GueroVzn, Tue Apr 21 14:30:01 +0000 2020, -96.994833, 32.768591, @ivandoitnowha Gotta look out for my bro! 😤
el_duderino8184, Tue Apr 21 14:30:01 +0000 2020, -118.411907, 34.020789, Facts! I despise that franchise. But they’ve always had some nice jerseys.
liam_meng666, Tue Apr 21 14:29:57 +0000 2020, -117.860378, 34.033142, 细思极恐
volobos, Tue Apr 21 14:30:01 +0000 2020, -118.369645, 34.087010, @ohkaynaaate Great acting work from two women far older than their characters.  But the cringe factor on Pen15 is o… https://t.co/vTJEJ7NgUy
specificallyBRE, Tue Apr 21 14:30:01 +0000 2020, -118.411907, 34.020789, @karenhunter u mentioned a few times about people not showering. I don't get it. Did anyone explain why hygiene is… https://t.co/HGuTeCL6Fn
Overpaidjames, Tue Apr 21 14:30:01 +0000 2020, -75.117998, 40.004866, My quarantine bank account &gt;&gt;&gt;&gt;&gt;
ShibaMama12, Tue Apr 21 14:30:01 +0000 2020, -122.782376, 48.121134, @TwoExtraPumps @jamieinminny @followingstaars @jennfranconews @POTUS He’s not labeled a racist. He’s been racist for decades.
Christi51177697, Tue Apr 21 14:29:57 +0000 2020, -76.973068, 44.231534, @RoyalFamily @RCT Happy birthday hope your day is bright and beautiful with lots of love and laughter
SaxMike71, Tue Apr 21 14:30:01 +0000 2020, -83.804475, 27.698682, @mssurvivor2 @TiaBarracini @ShannyGasm We have charging stations everywhere.
TotaLeeTatted, Tue Apr 21 14:30:01 +0000 2020, -97.285913, 32.779967, Think I need a neck tattoo. Something fire!
OilersBlue1090, Tue Apr 21 14:30:02 +0000 2020, -95.446486, 29.838495, Mad Max
georgyjj09, Tue Apr 21 14:29:59 +0000 2020, -87.464172, 41.440990, @mercer_14 @_rodish_JOE_40 @horacegrant54 @Jumpman23 @ScottiePippen I think Horace will get some time big he show i… https://t.co/tZxqEcoN2v
TOEACHHISPHONE, Tue Apr 21 14:30:01 +0000 2020, -122.228685, 37.791994, "Trump suggests that demands for more testing, just like requests for ventilators, are part of a political conspira… https://t.co/gzItdjoXRc
sfan_b, Tue Apr 21 14:30:02 +0000 2020, -93.774755, 41.564257, @maryellen622 @Jwheels_74 I’ll give it a shot.
simrich, Tue Apr 21 14:30:02 +0000 2020, -82.442694, 27.996595, @thehill How magnanimous of him. Worth noting that @shakeshack immediately returned the money. @RuthsChris has not.
USGS_TexasFlood, Tue Apr 21 14:30:02 +0000 2020, -96.944450, 32.965957, #USGS08055500 - Elm Fk Trinity Rv nr Carrollton, TXHeight: 8.4ft ▼ (8ft)Flow: 6840cfshttps://t.co/xzWWXulQ7x
fish_girly, Tue Apr 21 14:30:02 +0000 2020, -75.800141, 45.248791, @uwu_salad https://t.co/1HlmXRQSsd
moneytreekz, Tue Apr 21 14:30:02 +0000 2020, -76.593943, 24.074967, I love Bahamian history. Salute to these 2 Nation Builders
moutoncovewx, Tue Apr 21 14:30:02 +0000 2020, -92.218675, 29.875016, 73.6F (Feels: 76.5F) - Humidity: 77% - Wind: 3.3mph ENE - Gust: 2.7mph - Pressure: 30.144in #weather https://t.co/75yzNJ23Eh
eilfong, Tue Apr 21 14:30:02 +0000 2020, -100.076888, 31.168893, @LStruck7 @Ryvenger1 @ozmosis23231 @AQtime @Arthur68751183 @DaleRobin_ @alan_mackinder @BamaJaxx @JohnDel90348092… https://t.co/VMfvEPUQkS
playboiky, Tue Apr 21 14:30:02 +0000 2020, -86.142922, 39.779562, i need help on this gta mission
jdababyy, Tue Apr 21 14:30:02 +0000 2020, -98.540651, 29.417501, them long ass post aint gon bring yo nigga back. pick your head up, BETTER YET, get yo bread up 💵 🤟🏿
DefineFinancial, Tue Apr 21 14:30:02 +0000 2020, -117.253906, 33.045009, More info here if interested: https://t.co/z7e2WWQbhm
JerzCannon973, Tue Apr 21 14:30:02 +0000 2020, -75.586733, 39.681854, This pandemic in the way someone already wanna make an effort how cute https://t.co/JH3K0jvjGn
ED2daD, Tue Apr 21 14:30:02 +0000 2020, -99.454676, 27.532077, @TracyPereira20 https://t.co/PqhdNUyiaR
TheresaBarna, Tue Apr 21 14:30:02 +0000 2020, -75.497322, 39.766931, @Lobitoebozei @HananyaNaftali @YasMohammedxx MERS
brianice4, Tue Apr 21 14:30:02 +0000 2020, -86.142922, 39.779562, if you seriously think drank &amp; jayz would be a good matchup for #VERZUZ then please lmk so i can block you. don’t e… https://t.co/szyxzt59io
mykefoo, Tue Apr 21 14:30:02 +0000 2020, -72.757385, 41.500753, Facebook has decided to show me nothing but @TheSuzieHunter in my news feed this morning and I’m content with that. https://t.co/ACY7fZ7NBd
connie_yoe, Tue Apr 21 14:30:03 +0000 2020, -100.076888, 31.168893, 🇺🇸🙏
NoraDoraBora, Tue Apr 21 14:30:03 +0000 2020, -88.176561, 39.491010, Me every time I eat queso
smartlogel, Tue Apr 21 14:30:03 +0000 2020, -81.367773, 28.501678, WE GET THE ART GALLERY😭😭😭
Tgrubbs1993, Tue Apr 21 14:30:03 +0000 2020, -83.173867, 32.678207, Anybody else having problems getting on #NBA2K20
Maccaguy, Tue Apr 21 14:30:03 +0000 2020, -83.579745, 36.475662, @Infantry0300 Looks like the school system needs to open faster than anything...
tchernychkov, Tue Apr 21 14:30:03 +0000 2020, -79.428376, 43.903509, @AZDYPCAhVzb5q21 @Andrey5820 Таких везде хватает.
kaelamattea__, Tue Apr 21 14:30:03 +0000 2020, -79.857363, 36.090397, Literally the best part of my morning 🥺
wolleey, Tue Apr 21 14:30:03 +0000 2020, -95.446486, 29.838495, @overrideveloper @oluco_de Bro. Drake has monster level of dominance, do you know how hard it is to not have one miss in a decade?
hutch3713, Tue Apr 21 14:30:03 +0000 2020, -96.730237, 43.547358, A #twofortuesday 😊🙏🏼....#poetsandwriters #bymepoetryamerica #freewrite #poetsofinstagram #writing-community… https://t.co/F6qFaHwtbO
koalapuffss, Tue Apr 21 14:30:03 +0000 2020, -118.411907, 34.020789, Relatable!!! Hahhahah Congratulations winner number 6! You get a toker poker 😍
VickiNewton777, Tue Apr 21 14:30:03 +0000 2020, -70.973641, 42.532576, 🙏🙏🙏👇👇👇👇🙏🙏
huntbunt, Tue Apr 21 14:30:01 +0000 2020, -79.861034, 35.170499, Yankee fans don’t want this. Like collectively we don’t want this
Oneofnone_, Tue Apr 21 14:30:03 +0000 2020, -71.026774, 42.084567, Quick smoke break, and we right back to it.
Prytania_, Tue Apr 21 14:30:03 +0000 2020, -73.860857, 40.944568, Me quedan dos dias con este para regresar a trabajar.. y creo que la semana despues me va a tocar 40hrs.. 😔 que felicidad mas triste.
RGGdomo, Tue Apr 21 14:30:03 +0000 2020, -83.173867, 32.678207, @NoahTheRastaa Preciate it my boy✊🏽🖤
smarty, Tue Apr 21 14:30:03 +0000 2020, -119.306608, 37.269176, Looking forward to talking about Product &amp; Design Leadership in the New Normal with the @ninelabs team next week. J… https://t.co/8IXmiajl8x
DanElHombre, Tue Apr 21 14:30:04 +0000 2020, -95.137124, 29.585509, @blackamerican99 @cisco0602 Don’t you put that evil on Cisco!
HernamesK, Tue Apr 21 14:30:04 +0000 2020, -83.099288, 42.352787, @princetonperez Happy Birthday 🤤♥️🎊🎂
t_pfaff, Tue Apr 21 14:30:04 +0000 2020, -80.383523, 37.143200, Work computer moving beyond slow this morning. 😴
turingmachine, Tue Apr 21 14:30:04 +0000 2020, -104.949845, 39.905474, Someone was defending one of the people who are claiming “Karen” is just as bad as the “n-word” and she responded w… https://t.co/GEWv6oIZRG
Jim14Duke, Tue Apr 21 14:30:04 +0000 2020, -106.026119, 34.166235, Poor guy
MsC_E_Lee, Tue Apr 21 14:30:04 +0000 2020, -90.257663, 38.566750, My annual “dogwood blooms through stained glass” photos 🌸 🌸 🌸 #spring #SpringTime#SpringHasSprung #dogwood… https://t.co/km5U2k2fLz
tmj_buf_itpm, Tue Apr 21 14:30:04 +0000 2020, -78.867517, 42.897522, Nervous to apply for a job like "Senior Programmer/Analyst" at Roswell Park Comprehensive Cancer Center? Apply even… https://t.co/fU7q7UpnLc
BigDawg_Nyri, Tue Apr 21 14:30:04 +0000 2020, -76.255686, 36.895082, No I use milk lol
Sarcasticluther, Tue Apr 21 14:30:04 +0000 2020, -105.123320, 39.685852, @madamradams Thanks!!
DavidBorja619, Tue Apr 21 14:30:05 +0000 2020, -117.104989, 32.810012, The other 4 percent are smart individuals. 96 percent are sheeps.
horchat72875839, Tue Apr 21 14:30:05 +0000 2020, -121.581229, 37.004844, @flowerboyosk @iamsixbeersold You like
actuallyarlene, Tue Apr 21 14:30:05 +0000 2020, -117.086778, 32.669810, I love this man ❤️😭. I just noticed it said Roach Mobile. I’m dead 😂
GoldnSweetCheek, Tue Apr 21 14:30:05 +0000 2020, -118.131964, 34.177310, @_ninjjaaa I AM APPALLED
petty_sins, Tue Apr 21 14:30:05 +0000 2020, -73.948775, 40.655138, Hands down the best two promo pages I kno n love are @freaky_nympos and @FNSpromotions PERIODT
SotsChris, Tue Apr 21 14:30:05 +0000 2020, -149.758794, 61.235042, If I could make you feel so rich I don’t mind being poor
LaDayyyCJ, Tue Apr 21 14:30:05 +0000 2020, -84.433106, 33.767195, I saw it , visualized it , prayed on it and put it in the power of my tongue! It is done !
abbiegabu, Tue Apr 21 14:30:05 +0000 2020, -111.498181, 28.969863, @LilianNayares Se pueden hacer pedidos personalizados, o necesariamente por los paquetes que tienen?
soyalbertoh, Tue Apr 21 14:30:05 +0000 2020, -111.498181, 28.969863, @RockStroke Otro que seguramente trae un ... https://t.co/wD8Jq7o24Q
JasonPrall, Tue Apr 21 14:30:05 +0000 2020, -117.287924, 33.121484, #BillGates is apparently a fan of the book, “How To Lie With Statistics” https://t.co/FscKpSno17
jeauxsephmusic, Tue Apr 21 14:30:05 +0000 2020, -86.142922, 39.779562, I was wondering why people seems so sensitive to loneliness and physical contact, and then it occurred to me: EVERY… https://t.co/x9lcuCs22c
FiFiDuboisdq, Tue Apr 21 14:30:05 +0000 2020, -117.927413, 33.809752, Time lapse after Time lapse.....#mua #makeup #drag #dragqueen #transformationtuesday #transformationtuesday… https://t.co/VaUyneGAPp
sydneyymcadams, Tue Apr 21 14:30:05 +0000 2020, -79.420865, 38.003376, ALL I REaLLY WANT IS TO BE YOUR BOY BOY BOBOBOY BOBOBOYFRIEND
dat_morriskid, Tue Apr 21 14:30:05 +0000 2020, -86.791549, 36.200008, No cap Shad killin dude
PdxTall, Tue Apr 21 14:30:05 +0000 2020, -122.630908, 45.536402, This is fucking HOT
bobodtech, Tue Apr 21 14:30:05 +0000 2020, -122.266787, 37.554668, @djbressler Thanks
PaperstacksHit, Tue Apr 21 14:30:06 +0000 2020, -84.314792, 33.706392, 💯
tmj_BHM_schn, Tue Apr 21 14:30:06 +0000 2020, -87.014006, 33.345078, Can you recommend anyone for this #SupplyChain job in McCalla, AL? Click the link in our bio to see it and more. Wa… https://t.co/wRAdPLuE9f
earth2_mike, Tue Apr 21 14:30:06 +0000 2020, -83.099288, 42.352787, If you follow me you know I play a lot of Prince's music. One of my favorites. #RIPPrinceCheck out Still Waiting… https://t.co/z2az4NCGdQ
jacobkornbluh, Tue Apr 21 14:30:06 +0000 2020, -73.948775, 40.655138, נא לדייק, יוסי. אם כבר, זה הובלה של ארונות לבית הלוויות. לא מסיעים ככה נפטרים לבתי קברות. אל תגזים. די כבר
katedore, Tue Apr 21 14:30:06 +0000 2020, -86.791549, 36.200008, @partnersinfire Also: states like TN and GA that are lifting stay-at-home orders
KSTACKZ_FAMOUS, Tue Apr 21 14:30:06 +0000 2020, -117.104989, 32.810012, Im one of a kind. There will never be another me.
RCMB323, Tue Apr 21 14:30:06 +0000 2020, -101.897173, 33.570526, Worth noting for #TexasTech fans
leethegreatest, Tue Apr 21 14:30:06 +0000 2020, -80.299804, 40.202576, 🦋🎇🎆✨💥🎊🎉🌷🎈🎁🎂Happy Birthday FARRAH
Riley__Dobbs, Tue Apr 21 14:30:06 +0000 2020, -82.656697, 36.562870, The fact that this year I decided to pay for my prom dress all by myself JUST FOR IT TO GET CANCELED:)) and I can’t… https://t.co/aN7tq6Oyoy
everylotchicago, Tue Apr 21 14:30:06 +0000 2020, -87.695790, 41.936440, 2709 West Nelson Street https://t.co/f7aoo3rqr3
mypetlacie, Tue Apr 21 14:30:07 +0000 2020, -83.143393, 40.040813, @MissMandy126 Love it! 😍
loveeloli, Tue Apr 21 14:30:07 +0000 2020, -81.068556, 29.190223, Guilty pleasure, DMing celebrities casually.
makeussmilemore, Tue Apr 21 14:30:07 +0000 2020, -77.074522, 38.992606, Science lesson: create a 🚀 for an exciting game of fetch with TJProblem: TJ kept trying to eat the rockets. 🎾 was… https://t.co/cbPkNVIqPA
CherylA62661619, Tue Apr 21 14:30:07 +0000 2020, -81.181195, 37.789646, And this shows the racism:WH Yanks Surgeon General From Airwaves After Official Comments On COVID-19 Race Dispari… https://t.co/up91E5gje5
PoppethThyPusey, Tue Apr 21 14:30:07 +0000 2020, -73.849441, 40.850347, @itsyaboyfabien Do u remember me ?
FourSpoonsCafe, Tue Apr 21 14:30:07 +0000 2020, -122.367386, 47.690777, Sorry I haven’t checked in lately!  Still doing that isolation thing!  Still miss you all and normal life!  #soon ?… https://t.co/NdlLkyAtcI
changocubano, Tue Apr 21 14:30:07 +0000 2020, -87.732013, 41.833585, @YanetCornell Los envían a Venezuela que allá los recibieran con brazos abiertos!
Ten7BrewingCo, Tue Apr 21 14:30:07 +0000 2020, -75.276489, 40.215984, Egg Rolls and Beer!!No better combo....Madi’s on a Roll will be here on Fri 4/24 from 4p-6p for preorder prepaid… https://t.co/yJtliX4HOE
tmj_NAS_eng, Tue Apr 21 14:30:07 +0000 2020, -73.364975, 40.867687, See our latest #Greenlawn, NY job and click to apply: Program Quality Engineer - https://t.co/d4KD6gBjCK #QualityEngineer
JCS_Athletics, Tue Apr 21 14:30:07 +0000 2020, -95.446486, 29.838495, @corson_will Keep at it, Will!
xr3b3ll10nx, Tue Apr 21 14:30:07 +0000 2020, -78.822218, 43.830985, @EarnestArchYT @anpaus2 @Unknownfixhsy @CallowayYt Done and done man keep up the work
TheKendallBaker, Tue Apr 21 14:30:07 +0000 2020, -122.435979, 37.770657, 🔥🔥🔥 x a billion
TheEliKlein, Tue Apr 21 14:30:08 +0000 2020, -73.968542, 40.780709, @Robertyb @harrysiegel Good, we’re supposed to have some  serology data this week so we’ll see. I’ve been right on… https://t.co/iVfziHBiKn
mikeapedia101, Tue Apr 21 14:30:08 +0000 2020, -71.088712, 42.313670, @fairyflossfro Honestly thought that was the onion.
WhattaDayJoe, Tue Apr 21 14:30:08 +0000 2020, -71.026774, 42.084567, @GodFamilyJesus #WhattaDay!👍👍👍 https://t.co/w9snaWsX2X
